"","id","product_uid","product_title","search_term","relevance","nameCluster","termCluster"
"4036",12574,102204,"Argee 25 ft. Decorative Plastic Brick Edging","stone borders",2.67,3,1
"4037",12578,102205,"Weber Original Kettle Premium 22 in. Charcoal Grill in Black","22 inch florcant",1.33,2,1
"4038",12581,102206,"Prime-Line Cast Iron Drop-Down Doorstop with Rubber Foot","door stopper",3,2,1
"4039",12587,102209,"Philips 8 ft. T8 59-Watt Cool White (4100K) ALTO Plus Linear Fluorescent Light Bulb (15-Pack)","flurorescent   light bulbs",2.67,2,1
"4040",12588,102209,"Philips 8 ft. T8 59-Watt Cool White (4100K) ALTO Plus Linear Fluorescent Light Bulb (15-Pack)","philips fluorescent light  bulbs",2.67,2,1
"4041",12589,102209,"Philips 8 ft. T8 59-Watt Cool White (4100K) ALTO Plus Linear Fluorescent Light Bulb (15-Pack)","phillips 40t12cw plus florescent tube",2,2,1
"4042",12594,102211,"BLACK+DECKER 12 in. 20-Volt Max Lithium-Ion Electric Cordless 3-in-1 Trimmer and Edger and Mower","black and decker edger",3,2,2
"4043",12596,102211,"BLACK+DECKER 12 in. 20-Volt Max Lithium-Ion Electric Cordless 3-in-1 Trimmer and Edger and Mower","black and decker timmer parts st4500",1.67,2,2
"4044",12599,102211,"BLACK+DECKER 12 in. 20-Volt Max Lithium-Ion Electric Cordless 3-in-1 Trimmer and Edger and Mower","cordless electric mower black decker",2,2,1
"4045",12601,102211,"BLACK+DECKER 12 in. 20-Volt Max Lithium-Ion Electric Cordless 3-in-1 Trimmer and Edger and Mower","electric mower",3,2,1
"4046",12608,102212,"Easy Gardener WeedBlock 3 ft. x 50 ft. Polypropylene Landscape Fabric","landscape barrier",2,2,1
"4047",12611,102212,"Easy Gardener WeedBlock 3 ft. x 50 ft. Polypropylene Landscape Fabric","red mulch",2.33,2,1
"4048",12622,102213,"GE 5.6 cu. ft. Slide-In Gas Range with Self-Cleaning Convection Oven in Stainless Steel","gas range slide inove",2,2,1
"4049",12623,102213,"GE 5.6 cu. ft. Slide-In Gas Range with Self-Cleaning Convection Oven in Stainless Steel","gas range stainless steel",2.33,2,1
"4050",12625,102213,"GE 5.6 cu. ft. Slide-In Gas Range with Self-Cleaning Convection Oven in Stainless Steel","ge jb605d range",1.33,2,1
"4051",12627,102213,"GE 5.6 cu. ft. Slide-In Gas Range with Self-Cleaning Convection Oven in Stainless Steel","single oven gas range with self-cleaning convection oven in",3,2,2
"4052",12628,102213,"GE 5.6 cu. ft. Slide-In Gas Range with Self-Cleaning Convection Oven in Stainless Steel","slide in  gas ovens",2,2,1
"4053",12639,102214,"Toro Power Clear 721 R 21 in. Single-Stage Gas Snow Blower","toro 721",3,2,1
"4054",12643,102215,"Leviton Decora 15-Amp Single Pole AC Quiet Switch - White (10-Pack)","10 pack leviton 5325-t",3,3,1
"4055",12644,102215,"Leviton Decora 15-Amp Single Pole AC Quiet Switch - White (10-Pack)","3-way electrical sockets",1.67,3,1
"4056",12652,102216,"Arctic Cove 3/8 in. x 2 ft. Tubing for Misting Systems","mister tubes",2.33,2,1
"4057",12654,102216,"Arctic Cove 3/8 in. x 2 ft. Tubing for Misting Systems","plastic tubing",2.67,2,1
"4058",12656,102217,"R-Tech 1/2 in. x 4 ft. x 8 ft. R-1.93 Insulating Sheathing","1/2'x4'x8' chip board",2,2,1
"4059",12660,102218,"Generac 800-Watt Gasoline Powered Portable Generator","inverter generator",2.33,2,1
"4060",12663,102219,"DEWALT 10 in. Table Saw Stand","saw buck stand",2.33,2,1
"4061",12664,102219,"DEWALT 10 in. Table Saw Stand","saw stands",3,2,1
"4062",12669,102220,"Baldwin Prestige Bighorn Single Cylinder Venetian Bronze Handleset with Carnaby Entry Knob Featuring SmartKey","baldwin lock stets",2.33,2,1
"4063",12671,102220,"Baldwin Prestige Bighorn Single Cylinder Venetian Bronze Handleset with Carnaby Entry Knob Featuring SmartKey","lockset",3,2,1
"4064",12673,102221,"3/4 in. x 36 in. Round Steel Stake","steele stake",2.33,2,1
"4065",12678,102223,"Roberts 1-7/8 in. x 75 ft. Roll of Max Grip Carpet Installation Tape","carpet seam adhesive",2.67,2,1
"4066",12683,102224,"1/8 in. x 48 in. x 96 in. Copper Mountain Prefinished MDF Wall Panel","MDF 4x8",2.33,2,1
"4067",12686,102225,"72 in. Redwood Framed Diamond Trellis","lattice redwood",3,3,1
"4068",12691,102226,"Samsung 7.5 cu. ft. Gas Dryer with Steam in Platinum","washer dryer set",2.67,2,1
"4069",12693,102227,"WD-40 SPECIALIST 11 oz. Specialist Silicone","silicone",3,1,1
"4070",12699,102228,"Hampton Bay 11 ft. Offset LED Patio Umbrella in Tan","stands patio umbrella",2.67,3,1
"4071",12705,102230,"3 ft. x 6 ft. Pressure-Treated Cedar-Tone Moulded Fence Kit","6 ft ceder fence",2,2,1
"4072",12711,102230,"3 ft. x 6 ft. Pressure-Treated Cedar-Tone Moulded Fence Kit","pressure treated fence strips",2,2,1
"4073",12713,102230,"3 ft. x 6 ft. Pressure-Treated Cedar-Tone Moulded Fence Kit","split rails",1.67,2,1
"4074",12714,102230,"3 ft. x 6 ft. Pressure-Treated Cedar-Tone Moulded Fence Kit","white fencing",2.33,2,1
"4075",12715,102230,"3 ft. x 6 ft. Pressure-Treated Cedar-Tone Moulded Fence Kit","wood fence panel 55x48",1.33,2,1
"4076",12716,102230,"3 ft. x 6 ft. Pressure-Treated Cedar-Tone Moulded Fence Kit","wood fence panels 2x12x20",1.67,2,1
"4077",12718,102231,"KeroKlean Kerosene Fuel Treatment for Kerosene Heaters","fuel additive",3,2,1
"4078",12720,102231,"KeroKlean Kerosene Fuel Treatment for Kerosene Heaters","kerosene heaters",2.67,2,1
"4079",12722,102232,"American Craftsman 50 Series 6/0, 35-1/2 in. x 77-1/2 in. White Vinyl Left-Hand Fixed Patio Door Panel with Blind, 1 of 4 Parts","andersen window parts weatherstrip",2.33,2,1
"4080",12723,102232,"American Craftsman 50 Series 6/0, 35-1/2 in. x 77-1/2 in. White Vinyl Left-Hand Fixed Patio Door Panel with Blind, 1 of 4 Parts","anderson windows",1.67,2,1
"4081",12725,102232,"American Craftsman 50 Series 6/0, 35-1/2 in. x 77-1/2 in. White Vinyl Left-Hand Fixed Patio Door Panel with Blind, 1 of 4 Parts","rubbermaid left door panel 37x4",1.33,2,1
"4082",12733,102234,"Owens Corning R-30 Unfaced Insulation Continuous Roll 15 in. x 25 ft.","49x97x.25 inch mdf",1.67,2,1
"4083",12734,102234,"Owens Corning R-30 Unfaced Insulation Continuous Roll 15 in. x 25 ft.","9 inch fiberglass insulation faced",3,2,2
"4084",12735,102234,"Owens Corning R-30 Unfaced Insulation Continuous Roll 15 in. x 25 ft.","attic loose fill insulation'",2.67,2,1
"4085",12742,102234,"Owens Corning R-30 Unfaced Insulation Continuous Roll 15 in. x 25 ft.","fiber glass pip insulation",2.33,2,1
"4086",12744,102234,"Owens Corning R-30 Unfaced Insulation Continuous Roll 15 in. x 25 ft.","fiberglass insulation unfaced for basement",2.33,2,2
"4087",12746,102234,"Owens Corning R-30 Unfaced Insulation Continuous Roll 15 in. x 25 ft.","insallation",1.33,2,1
"4088",12749,102234,"Owens Corning R-30 Unfaced Insulation Continuous Roll 15 in. x 25 ft.","owens",1.67,2,1
"4089",12751,102234,"Owens Corning R-30 Unfaced Insulation Continuous Roll 15 in. x 25 ft.","plywood roofing",1.33,2,1
"4090",12752,102234,"Owens Corning R-30 Unfaced Insulation Continuous Roll 15 in. x 25 ft.","R 15",2.33,2,1
"4091",12754,102234,"Owens Corning R-30 Unfaced Insulation Continuous Roll 15 in. x 25 ft.","r 30 insulation",3,2,1
"4092",12759,102234,"Owens Corning R-30 Unfaced Insulation Continuous Roll 15 in. x 25 ft.","r21 105 inches",1,2,1
"4093",12760,102234,"Owens Corning R-30 Unfaced Insulation Continuous Roll 15 in. x 25 ft.","r30 demin insulation",2.67,2,1
"4094",12765,102234,"Owens Corning R-30 Unfaced Insulation Continuous Roll 15 in. x 25 ft.","rolled roofing torch-on",1.67,2,1
"4095",12766,102234,"Owens Corning R-30 Unfaced Insulation Continuous Roll 15 in. x 25 ft.","sheathing plywood",1.33,2,1
"4096",12775,102235,"Samsung 30 in. 5.8 cu. ft. Slide-In Gas Range with Self-Cleaning Convection Oven in Stainless Steel","gas gridlee",1.67,2,1
"4097",12783,102235,"Samsung 30 in. 5.8 cu. ft. Slide-In Gas Range with Self-Cleaning Convection Oven in Stainless Steel","lg stoves",1.67,2,1
"4098",12793,102235,"Samsung 30 in. 5.8 cu. ft. Slide-In Gas Range with Self-Cleaning Convection Oven in Stainless Steel","single oven gas range with self-cleaning convection oven in",3,2,2
"4099",12794,102235,"Samsung 30 in. 5.8 cu. ft. Slide-In Gas Range with Self-Cleaning Convection Oven in Stainless Steel","slide in  gas ovens",3,2,1
"4100",12799,102236,"Sun Joe 8 in. 6.5 Amp Electric Pole Chainsaw","electric pole saw 8 amp",2.33,1,1
"4101",12801,102236,"Sun Joe 8 in. 6.5 Amp Electric Pole Chainsaw","extendible tree saw",2.67,1,1
"4102",12802,102236,"Sun Joe 8 in. 6.5 Amp Electric Pole Chainsaw","pole saw",3,1,1
"4103",12804,102236,"Sun Joe 8 in. 6.5 Amp Electric Pole Chainsaw","tree pruner",2.33,1,1
"4104",12811,102238,"2 in. x 3 in. x 96 in. Premium Whitewood Stud","2 x 3 x 8",2.33,2,1
"4105",12813,102238,"2 in. x 3 in. x 96 in. Premium Whitewood Stud","2 X 4 pressure treated",2.33,2,1
"4106",12820,102238,"2 in. x 3 in. x 96 in. Premium Whitewood Stud","2x3x8 studs",2.67,2,1
"4107",12822,102238,"2 in. x 3 in. x 96 in. Premium Whitewood Stud","2x4x18 lumber",2.67,2,1
"4108",12824,102238,"2 in. x 3 in. x 96 in. Premium Whitewood Stud","lumber 2x4",2.67,2,1
"4109",12829,102239,"Simpson Strong-Tie 16-Gauge Concrete Form Angle","angle bracket",2.67,1,1
"4110",12830,102240,"Handy Home Products Majestic 8 ft. x 12 ft. Wood Storage Shed","10 X 10 floor grill",1.33,2,1
"4111",12831,102240,"Handy Home Products Majestic 8 ft. x 12 ft. Wood Storage Shed","10x10 shed",2.33,2,1
"4112",12833,102240,"Handy Home Products Majestic 8 ft. x 12 ft. Wood Storage Shed","any sales for this shed",2.67,2,1
"4113",12836,102240,"Handy Home Products Majestic 8 ft. x 12 ft. Wood Storage Shed","portable tool storage",1.67,2,1
"4114",12840,102240,"Handy Home Products Majestic 8 ft. x 12 ft. Wood Storage Shed","storeage",2.33,2,1
"4115",12842,102240,"Handy Home Products Majestic 8 ft. x 12 ft. Wood Storage Shed","wood sheds",3,2,1
"4116",12847,102241,"TrafficMASTER Allure Ultra 7.5 in. x 47.6 in. 2-Strip Clear Cherry Resilient Vinyl Plank Flooring (19.8 sq. ft. / case)","clear two strip cherry quarter round",2,2,1
"4117",12848,102241,"TrafficMASTER Allure Ultra 7.5 in. x 47.6 in. 2-Strip Clear Cherry Resilient Vinyl Plank Flooring (19.8 sq. ft. / case)","flooring sku 1000-019-492",1.67,2,1
"4118",12856,102245,"Cosco 13 ft. Aluminum World&#39;s Greatest Multi-Position Ladder with 300 lb. Load Capacity","extention ladder little gaint",1.33,2,1
"4119",12858,102245,"Cosco 13 ft. Aluminum World&#39;s Greatest Multi-Position Ladder with 300 lb. Load Capacity","step ladders today s homeowner",2.67,2,1
"4120",12870,102250,"General International 3 in. Mini-Lathe Duplicator","lathe",2.67,2,1
"4121",12871,102251,"Beckett 80 GPH Submersible Fountain Pump","beckett fountin pump",3,4,1
"4122",12879,102253,"Glidden Porch and Floor 1-gal. Gloss Polyurethane Oil Paint",". exterior floor stain",3,2,1
"4123",12880,102253,"Glidden Porch and Floor 1-gal. Gloss Polyurethane Oil Paint","covering for porch",1.33,2,1
"4124",12884,102253,"Glidden Porch and Floor 1-gal. Gloss Polyurethane Oil Paint","polyeurethane exterior",2,2,1
"4125",12886,102253,"Glidden Porch and Floor 1-gal. Gloss Polyurethane Oil Paint","wood floor paint",3,2,1
"4126",12887,102254,"Builder&#39;s Choice 28 in. Pocket Door Frame","pocket doors",2.33,4,1
"4127",12888,102255,"WM 366 - 11/16 in. x 2-1/4 in. x 84 in. Primed Finger-Jointed Casing Moulding Door Pack","base board molding boundle",2,2,1
"4128",12890,102255,"WM 366 - 11/16 in. x 2-1/4 in. x 84 in. Primed Finger-Jointed Casing Moulding Door Pack","contractor pack 2 1/4 trim",2.33,2,1
"4129",12891,102255,"WM 366 - 11/16 in. x 2-1/4 in. x 84 in. Primed Finger-Jointed Casing Moulding Door Pack","door trim",2.67,2,1
"4130",12899,102257,"Gardner 4.75 Gal. Fibered Roof and Foundation Coating","tar",1,2,1
"4131",12904,102258,"Pavestone 3 in. x 10 in. Sierra Blend Concrete Wall Block","fast  block wall",2.33,2,1
"4132",12915,102260,"Commercial Electric Brushed Nickel LED Flushmount","ceiling mount lights",3,2,1
"4133",12922,102261,"Hampton Bay Moresco 32 in. Oil Rubbed Bronze Ceiling Fan","ceilig fan mount",2,3,1
"4134",12932,102263,"Rheem Performance 40 Gal. Tall 6 Year 36,000 BTU Natural Gas Water Heater","40 gallon hot water tank",2.33,2,1
"4135",12936,102263,"Rheem Performance 40 Gal. Tall 6 Year 36,000 BTU Natural Gas Water Heater","draining my water heater",2.33,2,1
"4136",12939,102263,"Rheem Performance 40 Gal. Tall 6 Year 36,000 BTU Natural Gas Water Heater","hot water heater cost",2.67,2,1
"4137",12940,102263,"Rheem Performance 40 Gal. Tall 6 Year 36,000 BTU Natural Gas Water Heater","hot water heater gas",2.67,2,1
"4138",12941,102263,"Rheem Performance 40 Gal. Tall 6 Year 36,000 BTU Natural Gas Water Heater","hot water tank gas",2.33,2,1
"4139",12942,102263,"Rheem Performance 40 Gal. Tall 6 Year 36,000 BTU Natural Gas Water Heater","hot water tanks/ gas",2.67,2,1
"4140",12949,102263,"Rheem Performance 40 Gal. Tall 6 Year 36,000 BTU Natural Gas Water Heater","rheem water heater gas",3,2,1
"4141",12957,102264,"CedarSafe Aromatic Cedar Natural Closet Liner Planks","cedar plank",3,2,1
"4142",12961,102265,"American Standard Boulevard Pedestal Combo Bathroom Sink in White","pedestal sink combo",2.67,2,1
"4143",12962,102266,"Master Lock Magnum 3-1/8 in. Shrouded Disc Padlock","master lock water",2,2,1
"4144",12966,102268,"RIDGID GEN5X 18-Volt Lithium-Ion Cordless Combo Kit (5-Piece)","18v combo",2.67,2,1
"4145",12967,102268,"RIDGID GEN5X 18-Volt Lithium-Ion Cordless Combo Kit (5-Piece)","brushless",1,2,1
"4146",12971,102268,"RIDGID GEN5X 18-Volt Lithium-Ion Cordless Combo Kit (5-Piece)","rigid lithium ion batteries fuego drill",2.67,2,1
"4147",12972,102268,"RIDGID GEN5X 18-Volt Lithium-Ion Cordless Combo Kit (5-Piece)","tool combo",2.33,2,1
"4148",12975,102269,"MOEN Eva 4 in. Centerset 2-Handle High-Arc Bathroom Faucet in Brushed Nickel","Moen bathroom faucets",2.67,2,1
"4149",12983,102270,"Hampton Bay Carriage House 52 in. Brushed Nickel Indoor Ceiling Fan","ceiling fans with cawls details",2.33,3,1
"4150",12984,102270,"Hampton Bay Carriage House 52 in. Brushed Nickel Indoor Ceiling Fan","celing fans hampton bay",2.33,3,1
"4151",12993,102270,"Hampton Bay Carriage House 52 in. Brushed Nickel Indoor Ceiling Fan","hampton ceiling fans",3,3,1
"4152",12995,102270,"Hampton Bay Carriage House 52 in. Brushed Nickel Indoor Ceiling Fan","the hampton bay cf552b-mk52",2,3,1
"4153",12998,102271,"Lithonia Lighting High Bay Industrial 6-Light Grey Hanging Fluorescent Fixture","fluorescent fixture",2.33,2,1
"4154",13004,102271,"Lithonia Lighting High Bay Industrial 6-Light Grey Hanging Fluorescent Fixture","t 5 lights",2,2,1
"4155",13017,102275,"EcoSmart 150-Light LED Warm White Mini Light Set","led string lights",3,2,1
"4156",13021,102276,"Tenax 3 ft. x 15 ft. Plastic Black Hardware Net","chicken wire",2.67,2,1
"4157",13022,102276,"Tenax 3 ft. x 15 ft. Plastic Black Hardware Net","fabric mesh fence wind screen",2,2,1
"4158",13023,102276,"Tenax 3 ft. x 15 ft. Plastic Black Hardware Net","fence  mesh",2.33,2,1
"4159",13024,102276,"Tenax 3 ft. x 15 ft. Plastic Black Hardware Net","fence mesh",1.67,2,1
"4160",13026,102276,"Tenax 3 ft. x 15 ft. Plastic Black Hardware Net","wire fences hardware",2.33,2,1
"4161",13027,102276,"Tenax 3 ft. x 15 ft. Plastic Black Hardware Net","wire mesh fencing",1.33,2,1
"4162",13028,102276,"Tenax 3 ft. x 15 ft. Plastic Black Hardware Net","wire net fence",2,2,1
"4163",13030,102277,"Fiskars 23 in. X15 Chopping Axe","hagchet",2.67,3,1
"4164",13040,102279,"TrafficMASTER Allure 12 in. x 24 in. Sheridan Slate Vinyl Tile Flooring (24 sq. ft. / case)","sheridan slate t-mould",2,2,1
"4165",13045,102280,"Ryobi ONE+ 18-Volt Lithium-Ion 1/4 in. Cordless Impact Driver Kit","desalt impact 18",2,3,1
"4166",13048,102280,"Ryobi ONE+ 18-Volt Lithium-Ion 1/4 in. Cordless Impact Driver Kit","impact driver drill battery powered",1.67,3,1
"4167",13049,102280,"Ryobi ONE+ 18-Volt Lithium-Ion 1/4 in. Cordless Impact Driver Kit","impact drivers",3,3,1
"4168",13053,102280,"Ryobi ONE+ 18-Volt Lithium-Ion 1/4 in. Cordless Impact Driver Kit","ryobi drill",3,3,1
"4169",13056,102281,"Westinghouse Elena 3-Light Dark Bronze Chandelier","chandeliers",3,3,1
"4170",13057,102282,"Cordova C-MAX White Extra-Large Male Coveralls with Attached Hood","painters suit",3,2,1
"4171",13058,102282,"Cordova C-MAX White Extra-Large Male Coveralls with Attached Hood","tychem tyvek suit",2.33,2,1
"4172",13060,102283,"RIDGID 4 in. Double Row Diamond Cup Wheel","CONCRETE & MASONRY CLEANER & ETCHER",1.67,2,1
"4173",13064,102284,"Big Ass Fans 2 ft. Anodized Aluminum LED Garage Light","big ass",1.67,2,1
"4174",13073,102284,"Big Ass Fans 2 ft. Anodized Aluminum LED Garage Light","Shop lights led",2.67,2,1
"4175",13079,102285,"Hampton Bay Posada Patio Chaise Lounge with Custom Cushion","Lounge cushions",3,3,1
"4176",13082,102286,"Westek LED Ultra Thin White Strip Light (3-Pack)","diode light strip",2.33,1,1
"4177",13092,102287,"EUCATILE 32 sq. ft. 3/16 in. x 48 in. x 96 in. Beadboard White True Bead Panel","ceiling pannel",2.33,2,1
"4178",13099,102287,"EUCATILE 32 sq. ft. 3/16 in. x 48 in. x 96 in. Beadboard White True Bead Panel","wainscot plank paneling",2,2,1
"4179",13104,102287,"EUCATILE 32 sq. ft. 3/16 in. x 48 in. x 96 in. Beadboard White True Bead Panel","white boards",1.67,2,1
"4180",13105,102287,"EUCATILE 32 sq. ft. 3/16 in. x 48 in. x 96 in. Beadboard White True Bead Panel","white pine bead board planking",3,2,1
"4181",13108,102288,"Frigidaire 10,000 BTU Window Air Conditioner","10 window sping rod",1.67,2,1
"4182",13112,102288,"Frigidaire 10,000 BTU Window Air Conditioner","air conditioner window protectors",1.33,2,1
"4183",13114,102288,"Frigidaire 10,000 BTU Window Air Conditioner","window air condit",3,2,1
"4184",13116,102289,"Hampton Bay Altamira Diamond Motion Patio Dining Chairs (Set of 2)","bistro with swivel rockers chairs",2.33,3,1
"4185",13117,102289,"Hampton Bay Altamira Diamond Motion Patio Dining Chairs (Set of 2)","hampton bay model 20175",2.67,3,1
"4186",13130,102289,"Hampton Bay Altamira Diamond Motion Patio Dining Chairs (Set of 2)","the hampton bay cf552b-mk52",2,3,1
"4187",13132,102290,"Honda Air Cleaner","honda mower",2,1,1
"4188",13134,102291,"Defiant 6-Outlet Metal Surge with 4 ft. Cord","surge protector",2.67,1,1
"4189",13140,102293,"70 CFM Ceiling Exhaust Fan with Light, White Grille and Bulb","70 celing fan",2.33,2,1
"4190",13151,102293,"70 CFM Ceiling Exhaust Fan with Light, White Grille and Bulb","bulb for a ceiling fan model 51227",1.67,2,1
"4191",13157,102293,"70 CFM Ceiling Exhaust Fan with Light, White Grille and Bulb","premium exhaust fan for bathrooms",2.33,2,1
"4192",13159,102295,"HDX 150-Watt Incandescent Clamp Light","lamp",2.33,3,1
"4193",13162,102296,"Frost King E/O 62 in. x 210 in. Polyurethane Extra-Large Shrink Window Insulation (2 per Pack)","plastic covers",3,2,1
"4194",13163,102296,"Frost King E/O 62 in. x 210 in. Polyurethane Extra-Large Shrink Window Insulation (2 per Pack)","plastic film",2.33,2,1
"4195",13166,102296,"Frost King E/O 62 in. x 210 in. Polyurethane Extra-Large Shrink Window Insulation (2 per Pack)","window insulation kit",2.67,2,1
"4196",13167,102296,"Frost King E/O 62 in. x 210 in. Polyurethane Extra-Large Shrink Window Insulation (2 per Pack)","window insulation tape",3,2,1
"4197",13170,102296,"Frost King E/O 62 in. x 210 in. Polyurethane Extra-Large Shrink Window Insulation (2 per Pack)","winterizer",1.67,2,1
"4198",13172,102297,"Fypon 6 in. x 9-1/4 in. x 15 in. Polyurethane Dentil Block","column block",2.33,2,1
"4199",13173,102298,"Milwaukee M12 12-Volt Lithium-Ion Cordless Drill Driver/Impact Driver Combo Kit (2-Tool)","12 volt 20ha",2.33,1,1
"4200",13178,102298,"Milwaukee M12 12-Volt Lithium-Ion Cordless Drill Driver/Impact Driver Combo Kit (2-Tool)","milwaukee ha,,er drill",1.67,1,1
"4201",13179,102298,"Milwaukee M12 12-Volt Lithium-Ion Cordless Drill Driver/Impact Driver Combo Kit (2-Tool)","milwaukee m12",2.67,1,1
"4202",13181,102299,"Sheetrock 500 ft. Drywall Joint Tape","sheetrock",3,2,1
"4203",13184,102300,"Bootz Industries Kona 4-1/2 ft. Right Hand Drain Soaking Tub in White","tubs",2.33,2,1
"4204",13187,102301,"MD Building Products 12 in. x 24 in. Chalkboard Sheet with Magnetic Surface","metal sheet",2.33,3,1
"4205",13188,102302,"Veranda 6 ft. x 36 in. Traditional Pre-Built Rail Kit without Brackets","aluminium iron railing",2.33,2,1
"4206",13190,102302,"Veranda 6 ft. x 36 in. Traditional Pre-Built Rail Kit without Brackets","deck post brackets",2.33,2,1
"4207",13193,102302,"Veranda 6 ft. x 36 in. Traditional Pre-Built Rail Kit without Brackets","outdoor stairs",1.33,2,1
"4208",13194,102302,"Veranda 6 ft. x 36 in. Traditional Pre-Built Rail Kit without Brackets","porch decking",2,2,1
"4209",13195,102302,"Veranda 6 ft. x 36 in. Traditional Pre-Built Rail Kit without Brackets","porch gates",1.67,2,1
"4210",13196,102302,"Veranda 6 ft. x 36 in. Traditional Pre-Built Rail Kit without Brackets","porch post",1.67,2,1
"4211",13200,102302,"Veranda 6 ft. x 36 in. Traditional Pre-Built Rail Kit without Brackets","pre nup kits",1,2,1
"4212",13201,102302,"Veranda 6 ft. x 36 in. Traditional Pre-Built Rail Kit without Brackets","pvc fencing",2.67,2,1
"4213",13202,102302,"Veranda 6 ft. x 36 in. Traditional Pre-Built Rail Kit without Brackets","stair rails",3,2,1
"4214",13206,102302,"Veranda 6 ft. x 36 in. Traditional Pre-Built Rail Kit without Brackets","veranda vinyl railing",2.33,2,1
"4215",13209,102302,"Veranda 6 ft. x 36 in. Traditional Pre-Built Rail Kit without Brackets","vynil barackets",1.33,2,1
"4216",13213,102302,"Veranda 6 ft. x 36 in. Traditional Pre-Built Rail Kit without Brackets","wrought iron brackets",2,2,1
"4217",13215,102303,"GE Wireless Door Chime with 8 Unique Sounds","chime",2.67,3,1
"4218",13216,102303,"GE Wireless Door Chime with 8 Unique Sounds","door bell",3,3,1
"4219",13221,102304,"Veranda White Vinyl Square Fence Post (Common: 4 in. x 4 in. x 6 ft.; Actual: 4.0 in. x 4.0 in. x 72.0 in.)","4 x 4 posts",2.67,2,1
"4220",13232,102304,"Veranda White Vinyl Square Fence Post (Common: 4 in. x 4 in. x 6 ft.; Actual: 4.0 in. x 4.0 in. x 72.0 in.)","veranda 6 fence",2,2,1
"4221",13233,102304,"Veranda White Vinyl Square Fence Post (Common: 4 in. x 4 in. x 6 ft.; Actual: 4.0 in. x 4.0 in. x 72.0 in.)","veranda picket fence panel",1.67,2,1
"4222",13236,102304,"Veranda White Vinyl Square Fence Post (Common: 4 in. x 4 in. x 6 ft.; Actual: 4.0 in. x 4.0 in. x 72.0 in.)","veranda vinyl fence",2.67,2,1
"4223",13251,102305,"YARDGARD 1-5/8 in. x 5 ft. 6 in. 16-Gauge Galvanized Steel Line Post","metal fence postsd",2.67,2,1
"4224",13253,102306,"DEWALT 20-Volt Max Lithium-Ion Cordless Combo Kit (2-Tool)","20v dewalt kombo",3,2,1
"4225",13255,102306,"DEWALT 20-Volt Max Lithium-Ion Cordless Combo Kit (2-Tool)","combo powertool kit",1.67,2,1
"4226",13256,102306,"DEWALT 20-Volt Max Lithium-Ion Cordless Combo Kit (2-Tool)","commercial cordless drill set",2.75,2,1
"4227",13258,102306,"DEWALT 20-Volt Max Lithium-Ion Cordless Combo Kit (2-Tool)","dewalt  20 v max drill",2.67,2,1
"4228",13264,102306,"DEWALT 20-Volt Max Lithium-Ion Cordless Combo Kit (2-Tool)","dewalt impact drivers",2.67,2,1
"4229",13268,102307,"DuraVent PelletVent 3 in. 90-Degree Elbow","3 inch rubber pipe fittings",2.67,2,1
"4230",13269,102307,"DuraVent PelletVent 3 in. 90-Degree Elbow","3pellet stove vent pipe",3,2,1
"4231",13271,102307,"DuraVent PelletVent 3 in. 90-Degree Elbow","pellet stove",1,2,1
"4232",13276,102310,"DEWALT Mobile Work Center","dewalt tool box",3,2,1
"4233",13277,102310,"DEWALT Mobile Work Center","dewalt tough system bin",2,2,1
"4234",13289,102312,"SAUDER Shoal Creek Collection White 6-Drawer Dresser","white laminated white",1,1,1
"4235",13291,102313,"Roundup 24 oz. Ready-to-Use Weed and Grass Killer","roundup",3,2,1
"4236",13294,102314,"AquaFresh Samsung DA29-00003G Compatible Fridge Filter Replacement","samsung water filter",3,2,1
"4237",13297,102315,"Shark Micro-Fiber Cleaning Pads for Steam Pocket Mops","shark vacuum",1.67,2,1
"4238",13302,102316,"Ideal 33 Orange In-Sure 3-Port Connectors (100-Pack)","electrical wire connectors",3,1,1
"4239",13308,102317,"American Standard Cadet 3 FloWise 2-piece 1.28 GPF High Efficiency Elongated Toilet in White","american standard 10 rough in elongated",3,2,1
"4240",13311,102317,"American Standard Cadet 3 FloWise 2-piece 1.28 GPF High Efficiency Elongated Toilet in White","bath rom toilets",3,2,1
"4241",13315,102317,"American Standard Cadet 3 FloWise 2-piece 1.28 GPF High Efficiency Elongated Toilet in White","high boy tolet",2.67,2,1
"4242",13319,102317,"American Standard Cadet 3 FloWise 2-piece 1.28 GPF High Efficiency Elongated Toilet in White","toilet bowl",2.67,2,1
"4243",13328,102319,"EZ Screen Room Screen Room 100 ft. Black Flat Spline","screen frame",1,1,1
"4244",13336,102322,"Milwaukee M12 12-Volt Lithium-Ion Cordless TRUEVIEW LED Spot Light","milwaukee m12",3,1,1
"4245",13342,102324,"Pegasus Vicki 22 in. Pedestal Combo Bathroom Sink in White","pedestal sink combo",3,2,1
"4246",13347,102325,"Marathon 14-1/4 in. Universal Wheelbarrow Wheel","wheelbarrow tire",3,2,1
"4247",13348,102326,"Seville Classics 3-Tier Bookcase with Wrought Iron Rectangular Shelves in Satin Pewter","bakers rack",2,2,1
"4248",13352,102328,"MOEN Walden Single-Handle Side Sprayer Kitchen Faucet featuring Microban Protection in Spot Resist Stainless","moen kitchen fauchet",3,2,1
"4249",13355,102329,"RIDGID 3-Layer Pleated Paper Filter","ridgid model wd1680 filter",3,2,1
